Job_Title,Position,Employer,Province,Location,Skill,Seniority,Work_Type,Industry_Type,Avg_Salary
Systems and Data Analysts,Data Engineer,Amazon Development Centre Canada ULC - K03,British Columbia,"Vancouver, British Columbia","SQL, DATABASE, TABLEAU, MACHINE LEARNING, AWS, BIG DATA, PYTHON",ANY,In-Person,Construction,76400
Business and Technical Analysts,Analyst,Enerkem Inc.,Quebec,"Montreal, Quebec","C#, PYTHON",ANY,In-Person,Others,43720.28
Business and Technical Analysts,Manager,Saint Laurent Consulting,Manitoba,"Winnipeg, Manitoba",No Specification,ANY,Hybrid,Consulting,75361.795
Business and Technical Analysts,System Analyst,Atlantis IT group,Ontario,"Toronto, Ontario","HADOOP, INFORMATICA, SNOWFLAKE, AWS, SQL, POSTGRESQL, QLIKSENSE, SCALA, BIG DATA, SHELL, SAS, TERADATA, PYTHON",ANY,Hybrid,Technology,75361.795
Senior Business Intelligence Analysts,Analyst,S&P Global,Ontario,"Toronto, Ontario",EXCEL,ANY,In-Person,Others,78150
Senior Supply Chain Data Analysts,Analyst,American Iron and Metal,Ontario,"Hamilton, Ontario",EXCEL,ANY,In-Person,Others,77750
Business and Marketing Analysts,Business Analyst,Spark Power,Ontario,"Oakville, Ontario",ORACLE CLOUD,ANY,In-Person,Energy,76000
Senior Supply Chain Data Analysts,Analyst,The Boyd Group,Manitoba,"Winnipeg, Manitoba",EXCEL,ANY,In-Person,Others,77750
Business and Marketing Analysts,Analyst,A&M Canadian Immigration Law Corporation,Manitoba,"Winnipeg, Manitoba",DATABASE,ANY,In-Person,Legal,51480
Senior Supply Chain Data Analysts,Business Analyst,Foilcon,Ontario,"Toronto, Ontario","SQL, MYSQL, DATABASE, POWER PLATFORM, AZURE, JIRA",Mid,In-Person,Technology,77750
Senior Supply Chain Data Analysts,Analyst,McCain Foods Limited,Ontario,"Toronto, Ontario",No Specification,ANY,In-Person,Technology,77750
Senior Supply Chain Data Analysts,Analyst,Seaspan ULC,British Columbia,"North Vancouver, British Columbia","POWER BI, EXCEL, ORACLE CLOUD",Senior,In-Person,Others,90000
Financial and Operational Analysts,Analyst,Canada Goose Inc.,Ontario,"Toronto, Ontario","EXCEL, EXCEL",ANY,In-Person,Others,63229
Senior Business Intelligence Analysts,Analyst,TARO PHARMACEUTICALS INC.,Ontario,"Brampton, Ontario",No Specification,Senior,In-Person,Healthcare,78150
Senior Supply Chain Data Analysts,Analyst,GardaWorld,Quebec,"Montreal, Quebec",No Specification,ANY,In-Person,Others,77750
Senior Business Intelligence Analysts,System Analyst,Royal Bank of Canada,Ontario,"Toronto, Ontario","C#, DATABASE, DATABASE, MONGODB, SQL, AWS, BIG DATA, SNOWFLAKE, HADOOP, AZURE, PYTHON, SYBASE",Senior,In-Person,Finance,78150
Senior Business Intelligence Analysts,Analyst,"Taro Pharmaceuticals INC, Canada",Ontario,"Brampton, Ontario",No Specification,Senior,In-Person,Healthcare,78150
Senior Business Intelligence Analysts,Business Analyst,Egon Zehnder,Quebec,"Montreal, Quebec",No Specification,Senior,In-Person,Others,78150
Business Systems Analysts,System Analyst,Infoblox Canada Ltd.,British Columbia,"Burnaby, British Columbia",No Specification,ANY,In-Person,Others,108347.2
Senior Business Intelligence Analysts,Analyst,"Taro Pharmaceuticals INC, Canada",Ontario,"Brampton, Ontario",No Specification,Senior,In-Person,Healthcare,78150
Senior Business Intelligence Analysts,Business Analyst,Egon Zehnder,Quebec,"Montreal, Quebec",EXCEL,Senior,In-Person,Others,78150
Senior Supply Chain Data Analysts,Risk Analyst,Royal Bank of Canada,British Columbia,"Vancouver, British Columbia","SQL, EXCEL, TABLEAU, JIRA, POWER BI, POWERSHELL, GAP, VBA, SNOWFLAKE, PYTHON, DATABASE",Senior,In-Person,Finance,77750
Senior Supply Chain Data Analysts,Business Analyst,CGI,Quebec,"Montreal, Quebec",No Specification,ANY,In-Person,Others,77750
Business Systems Analysts,System Analyst,XLNCY SOLUTIONS,Ontario,"Brampton, Ontario",No Specification,ANY,In-Person,Consulting,59280
Senior Business Analysts,Business Analyst,Aviso Wealth,Ontario,"Toronto, Ontario",SQL,Senior,In-Person,Others,101000
Business Systems Analysts,System Analyst,Canadian Systems Inc.,Ontario,"Etobicoke, Ontario","HTML, JAVA, DATABASE, TCL",ANY,In-Person,Others,86320
Financial and Operational Analysts,Analyst,MCL Motor Cars 2010,British Columbia,"Vancouver, British Columbia",EXCEL,ANY,In-Person,Automotive,66996.8
Senior Business Intelligence Analysts,Analyst,Mandi Guys Inc.,Ontario,"London, Ontario","EXCEL, DATABASE",ANY,In-Person,Others,75000
Business Systems Analysts,System Analyst,Save Max Real Estate Inc.,Ontario,"Mississauga, Ontario",No Specification,ANY,In-Person,Government,91520
Business Systems Analysts,System Analyst,108 ideaspace inc.,Ontario,"Toronto, Ontario",No Specification,ANY,In-Person,Aerospace,91800.8
Business Systems Analysts,System Analyst,ElementIQ Media Inc.,British Columbia,"Port Coquitlam, British Columbia",No Specification,ANY,In-Person,Healthcare,95680
Senior Supply Chain Data Analysts,Analyst,SCOR,Ontario,"Toronto, Ontario","C#, EXCEL",Senior,In-Person,Others,77750
Business and Technical Analysts,Analyst,MacDonald Dettwiler & Associates Inc.,British Columbia,"Richmond, British Columbia","C#, PYTHON, MATLAB",Senior,In-Person,Others,121050
Business and Technical Analysts,Business Analyst,Talan,Quebec,"Montreal, Quebec","BIG DATA, JAVA, SQL, C",Senior,In-Person,Others,75361.795
Senior Supply Chain Data Analysts,Analyst,Brink's Incorporated,Ontario,"Toronto, Ontario",EXCEL,Senior,In-Person,Others,77750
Senior Supply Chain Data Analysts,Risk Analyst,Royal Bank of Canada,Ontario,"Toronto, Ontario","SQL, EXCEL, TABLEAU, JIRA, POWER BI, POWERSHELL, GAP, VBA, SNOWFLAKE, PYTHON, DATABASE",Senior,In-Person,Finance,77750
Business Systems Analysts,System Analyst,TD SYNNEX Canada,Ontario,"Mississauga, Ontario","SQL, RUBY, JAVASCRIPT, JIRA",ANY,In-Person,Others,86008
Senior Business Intelligence Analysts,Analyst,Bisti Foreign Exchange,Quebec,"Montreal, Quebec",No Specification,Senior,In-Person,Others,43720.28
Senior Supply Chain Data Analysts,Analyst,Scotiabank,Ontario,"Ottawa, Ontario","DATABASE, EXCEL",Mid,In-Person,Finance,77750
Systems and Data Analysts,Data Engineer,Aritzia,Ontario,"Vaughan, Ontario","POWER BI, TABLEAU, LOOKER",Senior,In-Person,Technology,112500
Business and Marketing Analysts,Analyst,Confidential,Ontario,"Scarborough, Ontario",EXCEL,ANY,In-Person,Others,49400
Senior Data Analysts,Data Analyst,University of Saskatchewan,Saskatchewan,"Saskatoon, Saskatchewan","POWER BI, TABLEAU, EXCEL, SPSS",ANY,In-Person,Technology,92490.5
Senior Data Analysts,Data Analyst,Element Fleet Management,Ontario,"Mississauga, Ontario","SQL, TABLEAU, CRYSTAL, SSIS, EXCEL, SQL, SSRS, POWER BI, SYBASE, DATABASE",ANY,In-Person,Others,77500
Senior Data Analysts,Data Analyst,Cabela's,Manitoba,"Winnipeg, Manitoba","SQL, POWER BI, PYTHON, VISUAL BASIC, EXCEL, GOOGLE CLOUD PLATFORM",ANY,In-Person,Others,77500
Business and Technical Analysts,Data Engineer,COREL CORPORATION USA,Remote,Remote,"TABLEAU, POWER BI, SNOWFLAKE, LOOKER, POSTGRESQL",ANY,Remote,Others,105000
Senior Data Analysts,Data Analyst,KF Aerospace,British Columbia,"Kelowna, British Columbia","POWER BI, SQL",ANY,In-Person,Aerospace,86500
Senior Data Analysts,Data Analyst,Element Fleet Management,Ontario,"Mississauga, Ontario","SQL, TABLEAU, CRYSTAL, SSIS, EXCEL, SQL, SSRS, POWER BI, SYBASE, DATABASE",ANY,In-Person,Others,77500
Senior Data Analysts,Data Analyst,KF Aerospace,British Columbia,"Kelowna, British Columbia","POWER BI, SQL",ANY,In-Person,Aerospace,86500
Senior Data Analysts,Data Analyst,Cabela's,Manitoba,"Winnipeg, Manitoba","SQL, POWER BI, PYTHON, VISUAL BASIC, EXCEL, GOOGLE CLOUD PLATFORM",ANY,In-Person,Others,77500
Business and Technical Analysts,Data Engineer,COREL CORPORATION USA,Remote,Remote,"TABLEAU, POWER BI, SNOWFLAKE, LOOKER, POSTGRESQL",ANY,Remote,Others,105000
Senior Business Analysts,Analyst,Ontario Health,Ontario,"Toronto, Ontario","POWER BI, POWER PLATFORM, SQL, EXCEL, SAS, SSRS, PYTHON, R",Senior,In-Person,Healthcare,75250
Senior Data Analysts,Data Scientist,247 Labs Inc,Ontario,"Toronto, Ontario","AWS, AZURE, HTML, MACHINE LEARNING, SQL, GITHUB, CSS, GITLAB, PYTHON, VUE, R, JAVASCRIPT",ANY,In-Person,Others,77500
Senior Data Analysts,Analyst,I Tech Computer INC,Ontario,"Markham, Ontario","SQL, DATABASE",ANY,In-Person,Technology,93600
Senior Data Analysts,Data Analyst,Scotiabank,Ontario,"Toronto, Ontario","DATABASE, HADOOP, SQL",ANY,In-Person,Finance,77500
Senior Supply Chain Data Analysts,Analyst,Pet Valu,Ontario,"Toronto, Ontario","TABLEAU, SQL, EXCEL, POWER BI, PYTHON, R, VBA",ANY,In-Person,Others,77750
Senior Business Intelligence Analysts,Analyst,Tucows,Ontario,"Remote in Toronto, Ontario",No Specification,ANY,Remote,Others,72350
Senior Data Analysts,Analyst,Walmart Canada,Ontario,"Mississauga, Ontario",No Specification,ANY,In-Person,Others,77500
Senior Business Analysts,Business Analyst,Newfoundland and Labrador Centre for Health...,Remote,Remote,PHP,Senior,Remote,Healthcare,83535
Senior Business Intelligence Analysts,Analyst,Vancouver Coastal Health,British Columbia,"Vancouver, British Columbia","TABLEAU, POWER BI, SQL, EXCEL, PYTHON, R, KNIME",ANY,In-Person,Healthcare,96668
Senior Supply Chain Data Analysts,Analyst,Innergex,Quebec,"Longueuil, Quebec","TABLEAU, MACHINE LEARNING, SQL, MATLAB, PYTHON",ANY,In-Person,Others,77750
Senior Supply Chain Data Analysts,Data Specialist,Vosyn,Remote,Remote,"TABLEAU, SQL, EXCEL, POWER BI, PYTHON, R, DATABASE",Senior,Remote,Others,69680
Financial and Operational Analysts,Analyst,G2S2 Capital Inc,Nova Scotia,"Halifax, Nova Scotia",EXCEL,ANY,In-Person,Technology,63229
Systems and Data Analysts,System Analyst,Ray Legacy Consulting Services Inc.,British Columbia,"Burnaby, British Columbia","SQL, DATABASE, MYSQL",ANY,In-Person,Consulting,76960
Systems and Data Analysts,Data Architect,Tekshapers Inc,British Columbia,"Vancouver, British Columbia","MACHINE LEARNING, SQL, BIG DATA, PLOTLY, DATABASE, MACHINE LEARNING, R, CASSANDRA, BIG DATA, MATPLOTLIB, SNOWFLAKE, D3.JS, HADOOP, GOOGLE BIGQUERY, PYTHON, JAVASCRIPT, D3.JS, SEABORN",Senior,In-Person,Others,138640
Senior Business Analysts,Analyst,Klick Health,Ontario,"Toronto, Ontario","BIG DATA, SQL, DATABASE",Senior,In-Person,Healthcare,75250
Senior Data Analysts,Analyst,Walmart Canada,Ontario,"Mississauga, Ontario",No Specification,ANY,In-Person,Others,77500
Senior Business Intelligence Analysts,Analyst,T&T Supermarket,Ontario,"Markham, Ontario","EXCEL, SQL, DATABASE",ANY,In-Person,Others,78150
Senior Business Intelligence Analysts,BI Analyst,Top Aces,Quebec,"Dorval, Quebec","POWER BI, SSRS, AZURE, SQL",ANY,In-Person,Others,78150
Senior Business Analysts,Analyst,Manitoba Public Insurance,Manitoba,"Winnipeg, Manitoba","SPSS, TABLEAU, POWER BI, SQL, PYTHON, R",Senior,In-Person,Technology,75250
Business and Technical Analysts,Analyst,Porter Airlines Inc.,Ontario,"Toronto, Ontario","TABLEAU, VBA, EXCEL, SQL",ANY,In-Person,Others,75361.795
Business Systems Analysts,Business Analyst,FortisBC,British Columbia,"Penticton, British Columbia","C#, SAS",ANY,In-Person,Others,83470.40000000001
Senior Business Analysts,Business Analyst,Mariner Innovations,Remote,Remote,GAP,Senior,Remote,Others,75250
Financial and Operational Analysts,Analyst,AutoTrader.ca,Ontario,"Toronto, Ontario",.NET,ANY,In-Person,Others,63229
Financial and Operational Analysts,Analyst,"Trimac Transportation, Ltd (ND)",Alberta,"Edmonton, Alberta","EXCEL, TABLEAU, SQL, ASANA",ANY,In-Person,Transportation,63229
Business and Technical Analysts,Data Analyst,FlightHub,Quebec,"Montreal, Quebec","EXCEL, SQL",ANY,In-Person,Others,43720.28
Business and Technical Analysts,Data Engineer,Parallels,Ontario,"Toronto, Ontario","TABLEAU, POWER BI, SNOWFLAKE, LOOKER, POSTGRESQL",ANY,In-Person,Others,75361.795
Senior Business Analysts,Business Analyst,Mariner Innovations,Remote,Remote,GAP,Senior,Remote,Others,75250
Financial and Operational Analysts,Analyst,AutoTrader.ca,Ontario,"Toronto, Ontario",.NET,ANY,In-Person,Others,63229
Business and Technical Analysts,Data Engineer,Parallels,Ontario,"Toronto, Ontario","TABLEAU, POWER BI, SNOWFLAKE, LOOKER, POSTGRESQL",ANY,In-Person,Others,75361.795
Financial and Operational Analysts,Analyst,"Trimac Transportation, Ltd (ND)",Alberta,"Edmonton, Alberta","EXCEL, TABLEAU, SQL, ASANA",ANY,In-Person,Transportation,63229
Business and Technical Analysts,Data Analyst,FlightHub,Quebec,"Montreal, Quebec","EXCEL, SQL",ANY,In-Person,Others,43720.28
Senior Supply Chain Data Analysts,Analyst,IQVIA,Quebec,"Kirkland, Quebec",EXCEL,ANY,In-Person,Others,77750
Business and Marketing Analysts,Analyst,AFL Telecommunications LLC,British Columbia,"Surrey, British Columbia","EXCEL, SMARTSHEET",ANY,In-Person,Telecommunications,43720.28
Systems and Data Analysts,Data Architect,Tekshapers Software Solutions Pvt Ltd,British Columbia,"Vancouver, British Columbia","SQL, BIG DATA, DATABASE, MACHINE LEARNING, CASSANDRA, BIG DATA, SNOWFLAKE, D3.JS, HADOOP, GOOGLE BIGQUERY, PYTHON, JAVASCRIPT, R",Senior,In-Person,Technology,100000
Systems and Data Analysts,Data Engineer,Infosys,Quebec,"Montreal, Quebec","SQL, SNOWFLAKE, AZURE, R, TALEND",ANY,In-Person,Others,82720
Senior Supply Chain Data Analysts,Analyst,Monark,British Columbia,"White Rock, British Columbia","POWER BI, TABLEAU, EXCEL, PYTHON, R",ANY,In-Person,Others,65000
Financial and Operational Analysts,Analyst,MultiTech,Ontario,"Toronto, Ontario",EXCEL,ANY,In-Person,Technology,63229
Business and Technical Analysts,Data Engineer,COREL CORPORATION USA,Ontario,"Toronto, Ontario","TABLEAU, POWER BI, SNOWFLAKE, LOOKER, POSTGRESQL",ANY,In-Person,Others,105000
Systems and Data Analysts,Other,GFT Technologies SE,Quebec,"Montreal, Quebec","VUE, C",Senior,In-Person,Technology,82720
Business Systems Analysts,System Analyst,Fraser Health,British Columbia,"Surrey, British Columbia",No Specification,ANY,In-Person,Healthcare,87880
Senior Supply Chain Data Analysts,Analyst,EY,Ontario,"Toronto, Ontario",No Specification,ANY,In-Person,Others,77750
Systems and Data Analysts,Coordinator,University of Alberta,Alberta,"Edmonton, Alberta","STATA, R",ANY,In-Person,Technology,71044
Business and Technical Analysts,Data Engineer,COREL CORPORATION USA,Ontario,"Waterloo, Ontario","TABLEAU, POWER BI, SNOWFLAKE, LOOKER, POSTGRESQL",ANY,In-Person,Others,105000
Business and Marketing Analysts,Analyst,G2S2 Capital Inc,Nova Scotia,"Halifax, Nova Scotia",EXCEL,ANY,In-Person,Technology,76000
Business and Technical Analysts,Data Engineer,COREL CORPORATION USA,Ontario,"Ottawa, Ontario","TABLEAU, POWER BI, SNOWFLAKE, LOOKER, POSTGRESQL",ANY,In-Person,Others,105000
Senior Business Analysts,Business Analyst,Prophecy Technologies Corp,Ontario,"London, Ontario",EXCEL,Senior,In-Person,Technology,83200
Business and Marketing Analysts,Analyst,IQ4I Canada Inc,Ontario,"Ancaster, Ontario",No Specification,ANY,In-Person,Others,90480
Systems and Data Analysts,System Analyst,Colours of Punjabi Event Organization Inc.,British Columbia,"Surrey, British Columbia","DATABASE, DATABASE, HTML, SQL, MYSQL",ANY,In-Person,Others,79040
Business and Technical Analysts,Data Engineer,Electronic Arts,British Columbia,"Vancouver, British Columbia","HTML, AWS, SQL, GIT, AZURE, PYTHON, LOOKER, DATABASE",ANY,In-Person,Others,106150
Senior Data Analysts,Data Analyst,Clutch Technologies Inc.,Ontario,"Etobicoke, Ontario","TABLEAU, SQL",Senior,In-Person,Technology,77500
Senior Business Analysts,Business Analyst,Capgemini,Quebec,"Montreal, Quebec",EXCEL,Senior,In-Person,Others,92404
Business Systems Analysts,System Analyst,AtkinsRÃƒÂ©alis,British Columbia,"Richmond, British Columbia","POWER BI, HTML, POWER PLATFORM, EXCEL, CSS, JAVASCRIPT, DATABASE",ANY,In-Person,Others,81890
Business and Technical Analysts,Analyst,Lululemon,British Columbia,"Delta, British Columbia",EXCEL,ANY,Hybrid,Others,76300
Senior Business Analysts,Analyst,Absorb Software,Remote,Remote,"HTML, TABLEAU, POWER BI, CSS, BIGQUERY, JAVASCRIPT, FIVETRAN",Senior,Remote,Technology,75250
Senior Supply Chain Data Analysts,Analyst,Purdys Chocolatier,British Columbia,"Vancouver, British Columbia","POWER BI, GAP, EXCEL",ANY,In-Person,Others,77500
Business Systems Analysts,System Analyst,Helios Retail Consulting Limited,Ontario,"Oakville, Ontario","C#, DATABASE, HTML, SQL, GIT, PERL, JAVA, GROOVY, TCL, PYTHON, LUA",ANY,In-Person,Technology,91520
Senior Supply Chain Data Analysts,Analyst,Purdys Chocolatier,British Columbia,"Vancouver, British Columbia","POWER BI, GAP, EXCEL",ANY,In-Person,Others,77500
Business and Technical Analysts,Analyst,Lululemon,Ontario,"Mississauga, Ontario",EXCEL,ANY,Hybrid,Others,76300
Business and Technical Analysts,Analyst,VERB Interactive,Nova Scotia,"Remote in Halifax, Nova Scotia","HTML, JAVASCRIPT, CSS",ANY,Remote,Others,75361.795
Business and Technical Analysts,Data Engineer,COREL CORPORATION USA,Manitoba,"Winnipeg, Manitoba","TABLEAU, POWER BI, SNOWFLAKE, LOOKER, POSTGRESQL",ANY,In-Person,Others,105000
Senior Business Intelligence Analysts,Analyst,Piller's Fine Foods,Ontario,"Waterloo, Ontario","POWER BI, EXCEL, FACTOR",ANY,In-Person,Others,43720.28
Business and Technical Analysts,Analyst,CCM Hockey,Quebec,"Montreal, Quebec","TABLEAU, LOOKER",ANY,In-Person,Others,75361.795
Business Systems Analysts,Business Analyst,QualPro Systems Inc.,Ontario,"North York, Ontario",No Specification,ANY,In-Person,Others,90064
Senior Supply Chain Data Analysts,Data Analyst,Enbridge Contingent Talent Community,Alberta,"Calgary, Alberta","ORACLE CLOUD, EXCEL, POWER BI",ANY,Hybrid,Technology,77750
Database Analysts,Analyst,COHASH IT SERVICES INC.,British Columbia,"Burnaby, British Columbia","SQL, SHELL, GIT, PERL, ORACLE DATABASE, JAVASCRIPT, DATABASE",ANY,In-Person,Technology,111280
Business and Technical Analysts,Business Analyst,Exertis | JAM,Quebec,"Baie-d'urfe, Quebec","GAP, VUE, R",ANY,In-Person,Others,75361.795
Business Systems Analysts,Business Analyst,CarltonOne,Ontario,"Markham, Ontario",SNOWFLAKE,ANY,Hybrid,Automotive,75000
Senior Business Analysts,Analyst,The Dufresne Group (TDG),Manitoba,"Winnipeg, Manitoba","TABLEAU, SQL, EXCEL, PYTHON, R",Senior,In-Person,Others,75250
Business and Technical Analysts,Lead,CGI,Quebec,"Montreal, Quebec",No Specification,Senior,In-Person,Others,75361.795
Business and Technical Analysts,Analyst,airmedic,Quebec,"Saint-Hubert, Quebec","POWER BI, SQL, AZURE, POWER BI, SSIS, SQLSERVER, .NET",ANY,In-Person,Healthcare,75361.795
Senior Business Analysts,Business Analyst,Intact,Quebec,"Montreal, Quebec",No Specification,Senior,In-Person,Others,75250
Business and Technical Analysts,Lead,CGI,Quebec,"Montreal, Quebec",No Specification,Senior,In-Person,Others,75361.795
Business and Technical Analysts,Analyst,airmedic,Quebec,"Saint-Hubert, Quebec","POWER BI, SQL, AZURE, POWER BI, SSIS, SQLSERVER, .NET",ANY,In-Person,Healthcare,75361.795
